Indice  Estatus    Matricula  Apellido paterno     Apellido materno     Nombre               Edad  Genero    
1657    ACTIVO     331553     FLORES               HERNANDEZ            GINEBRA              55    MUJER     
1658    ACTIVO     307271     DEL TORO             RUIZ                 OLIVER               55    HOMBRE    
1659    ACTIVO     329921     PINEDA               CONTRERAS            DANIEL               44    HOMBRE    
1660    ACTIVO     328362     FLORES               JUAREZ               REBECA               33    MUJER     
1661    ACTIVO     320126     SANCHEZ              ALVAREZ              FRANCISCO            36    HOMBRE    
1662    ACTIVO     329575     SANCHEZ              QUISPE               MARTINA              61    MUJER     
1663    ACTIVO     332387     PEREZ                CONTRERAS            BIANCA               32    MUJER     
1664    ACTIVO     324201     LOPEZ                PINEDA               JESUS                30    HOMBRE    
1665    ACTIVO     323989     MARTINEZ             QUISPE               DANIEL               70    HOMBRE    
1666    ACTIVO     328646     MARTINEZ             CASTRO               CAMILA               55    MUJER     
1667    ACTIVO     315705     QUISPE               FERNANDEZ            PABLO                58    HOMBRE    
1668    ACTIVO     317437     ANDRADE              SANCHEZ              FRIDA                24    MUJER     
1669    ACTIVO     300375     FERNANDEZ            FERNANDEZ            MIA                  58    MUJER     
1670    ACTIVO     328817     MEJIA                FERNANDEZ            GERMAN               54    HOMBRE    
1671    ACTIVO     324076     MARTINEZ             PINEDA               MANUEL               59    HOMBRE    
1672    ACTIVO     310310     FERNANDEZ            QUISPE               MIA                  41    MUJER     
1673    ACTIVO     304720     SANCHEZ              FLORES               PABLO                33    HOMBRE    
1674    ACTIVO     325818     CASTRO               FERNANDEZ            HUGO                 50    HOMBRE    
1675    ACTIVO     316106     ESPINOZA             BENITEZ              PAOLA                40    MUJER     
1676    ACTIVO     320421     JUAREZ               QUISPE               FRANCISCO            50    HOMBRE    
1677    ACTIVO     312433     VERA                 CONTRERAS            FELIX                62    HOMBRE    
1678    ACTIVO     326580     COTA                 DIAZ                 ALDO                 36    HOMBRE    
1679    ACTIVO     316229     DEL TORO             ANDRADE              FELIX                30    HOMBRE    
1680    ACTIVO     307906     MARTINEZ             PEREZ                ALICIA               26    MUJER     
1681    ACTIVO     306830     DE LA FUENTE         QUISPE               ABRIL                53    MUJER     
1682    ACTIVO     327609     RODRIGUEZ            LOPEZ                DANIEL               35    HOMBRE    
1683    ACTIVO     308083     JUAREZ               SILVA                GINA                 69    MUJER     
1684    ACTIVO     303305     ANDRADE              MARTINEZ             LEONARDO             29    HOMBRE    
1685    ACTIVO     305629     MEJIA                SANCHEZ              DAFNE                55    MUJER     
1686    ACTIVO     330214     HERNANDEZ            HERNANDEZ            REBECA               69    MUJER     
1687    ACTIVO     328589     HERNANDEZ            HERNANDEZ            DANIEL               32    HOMBRE    
1688    ACTIVO     310151     HERNANDEZ            BENITEZ              MARCO                70    HOMBRE    
1689    ACTIVO     326011     LOPEZ                HERNANDEZ            ALBERTO              53    HOMBRE    
1690    ACTIVO     327068     HERNANDEZ            CASTRO               LUCAS                21    HOMBRE    
1691    ACTIVO     303986     QUISPE               DE LA FUENTE         VALENTINA            20    MUJER     
1692    ACTIVO     309967     HERNANDEZ            DEL TORO             JAVIER               41    HOMBRE    
1693    ACTIVO     321001     FERNANDEZ            DE LA FUENTE         FERNANDA             55    MUJER     
1694    ACTIVO     325631     ANDRADE              CASTILLO             ESMERALDA            27    MUJER     
1695    ACTIVO     315939     JUAREZ               GARCIA               JULIETA              24    MUJER     
1696    ACTIVO     304121     DUARTE               RUIZ                 MANUEL               28    HOMBRE    
1697    ACTIVO     316553     DE LA FUENTE         CASTILLO             ELENA                55    MUJER     
1698    ACTIVO     310136     LOPEZ                SANCHEZ              PAOLA                55    MUJER     
1699    ACTIVO     314694     GARCIA               JUAREZ               AURA                 59    MUJER     
1700    ACTIVO     327007     QUISPE               GARCIA               VALERIA              54    MUJER     
1701    ACTIVO     322039     JUAREZ               PEREZ                MONSERRAT            53    MUJER     
1702    ACTIVO     324689     CASTRO               LOPEZ                FERNANDA             29    MUJER     
1703    ACTIVO     325906     VERA                 RUIZ                 FELIX                47    HOMBRE    
1704    ACTIVO     316223     SILVA                JUAREZ               ALICIA               67    MUJER     
1705    ACTIVO     330532     MEJIA                MORA                 ISAAC                43    HOMBRE    
1706    ACTIVO     329547     GARCIA               SANCHEZ              MARCO                67    HOMBRE    
1707    ACTIVO     305925     QUISPE               RODRIGUEZ            ALEXIA               46    MUJER     
1708    ACTIVO     328747     PINEDA               DE LA FUENTE         REBECA               32    MUJER     
1709    ACTIVO     313375     DIAZ                 COTA                 HUGO                 45    HOMBRE    
1710    ACTIVO     322389     GARCIA               QUISPE               HUGO                 26    HOMBRE    
1711    ACTIVO     309768     SANCHEZ              LOPEZ                AMANDA               42    MUJER     
1712    ACTIVO     328184     PINEDA               SANCHEZ              MIA                  56    MUJER     
1713    ACTIVO     327660     COTA                 FLORES               GAEL                 37    HOMBRE    
1714    ACTIVO     308115     FERNANDEZ            DE LA FUENTE         GERMAN               38    HOMBRE    
1715    ACTIVO     309208     MEJIA                DIAZ                 PABLO                18    HOMBRE    
1716    ACTIVO     308935     FERNANDEZ            SILVA                ALDO                 50    HOMBRE    
1717    ACTIVO     317323     MORA                 LOPEZ                DANIEL               63    HOMBRE    
1718    ACTIVO     322111     DE LA FUENTE         CASTILLO             ALBERTO              17    HOMBRE    
1719    ACTIVO     321660     ESPINOZA             DIAZ                 ESMERALDA            40    MUJER     
1720    ACTIVO     324324     LOPEZ                HERNANDEZ            BRUNO                20    HOMBRE    
1721    ACTIVO     332587     QUISPE               DEL TORO             LEONARDO             24    HOMBRE    
1722    ACTIVO     329537     MEJIA                RUIZ                 ABRIL                48    MUJER     
1723    ACTIVO     329131     ALVAREZ              VERA                 TERESA               58    MUJER     
1724    ACTIVO     300083     RODRIGUEZ            JUAREZ               DAFNE                59    MUJER     
1725    ACTIVO     328047     LOPEZ                RUIZ                 IVAN                 20    HOMBRE    
1726    ACTIVO     304853     PINEDA               RUIZ                 ESMERALDA            65    MUJER     
1727    ACTIVO     302165     VERA                 FERNANDEZ            IVAN                 66    HOMBRE    
1728    ACTIVO     313259     SANCHEZ              RUIZ                 CAMILA               21    MUJER     
1729    ACTIVO     327920     PINEDA               SILVA                GINEBRA              23    MUJER     
1730    ACTIVO     307980     PEREZ                RUIZ                 ADRIAN               45    HOMBRE    
1731    ACTIVO     304932     VERA                 MEJIA                ADONIS               66    HOMBRE    
